Episode, Loss, Epsilon, Steps
1.501300000000000000e+04,3.156479733521298505e+06,2.539104333333334074e-01,4.355960000000000000e+05
1.501400000000000000e+04,2.864129845742666163e+06,2.538659333333334045e-01,4.356240000000000000e+05
1.501500000000000000e+04,1.067289481756123528e+07,2.538244000000000611e-01,4.356550000000000000e+05
1.501600000000000000e+04,4.596700120752757415e+06,2.537784166666666730e-01,4.356750000000000000e+05
1.501700000000000000e+04,3.688258375327131152e+07,2.537487499999999674e-01,4.357000000000000000e+05
1.501800000000000000e+04,2.204972680640526861e+07,2.537116666666666687e-01,4.357140000000000000e+05
1.501900000000000000e+04,2.990310873765905853e+06,2.536908999999999414e-01,4.357470000000000000e+05
1.502000000000000000e+04,2.642601333962813020e+06,2.536419500000000049e-01,4.357610000000000000e+05
1.502100000000000000e+04,2.699700015430899803e+06,2.536211833333333887e-01,4.357810000000000000e+05
1.502200000000000000e+04,2.502276864265295491e+07,2.535915166666666831e-01,4.358270000000000000e+05
1.502300000000000000e+04,8.635749790461322293e+06,2.535232833333332936e-01,4.358470000000000000e+05
1.502400000000000000e+04,2.199128108035481721e+07,2.534936166666666990e-01,4.358630000000000000e+05
1.502500000000000000e+04,2.790969830897345673e+06,2.534698833333333123e-01,4.358900000000000000e+05
1.502600000000000000e+04,9.834481911892630160e+06,2.534298333333333542e-01,4.359190000000000000e+05
1.502700000000000000e+04,2.452908086972346529e+06,2.533868166666666255e-01,4.359460000000000000e+05
1.502800000000000000e+04,1.018552082317223772e+07,2.533467666666666673e-01,4.359700000000000000e+05
1.502900000000000000e+04,4.390854645789233595e+07,2.533111666666667539e-01,4.359930000000000000e+05
1.503000000000000000e+04,1.750030109611016139e+07,2.532770500000000036e-01,4.360320000000000000e+05
1.503100000000000000e+04,1.594727912724972144e+07,2.532192000000000887e-01,4.360560000000000000e+05
1.503200000000000000e+04,2.293277351008379832e+07,2.531835999999999531e-01,4.360840000000000000e+05
1.503300000000000000e+04,2.115136351261978503e+06,2.531420666666667207e-01,4.361040000000000000e+05
1.503400000000000000e+04,5.794672739677877165e+06,2.531124000000000152e-01,4.361540000000000000e+05
1.503500000000000000e+04,3.976167401585020591e+06,2.530382333333333067e-01,4.361800000000000000e+05
1.503600000000000000e+04,1.850672234688221943e+06,2.529996666666666227e-01,4.361960000000000000e+05
1.503700000000000000e+04,1.677619737909721443e+06,2.529759333333333471e-01,4.362130000000000000e+05
1.503800000000000000e+04,2.412219080123025179e+07,2.529507166666666862e-01,4.362330000000000000e+05
1.503900000000000000e+04,2.393133505560548510e+06,2.529210499999999806e-01,4.362550000000000000e+05
1.504000000000000000e+04,2.291055995037413202e+06,2.528884166666666156e-01,4.362730000000000000e+05
1.504100000000000000e+04,1.805624703458171710e+07,2.528617166666666805e-01,4.362930000000000000e+05
1.504200000000000000e+04,6.990135490171736106e+06,2.528320499999999749e-01,4.363330000000000000e+05
1.504300000000000000e+04,1.224522268251574412e+07,2.527727166666666747e-01,4.363630000000000000e+05
1.504400000000000000e+04,4.226684610739802942e+06,2.527282166666666718e-01,4.363810000000000000e+05
1.504500000000000000e+04,1.894336759555521235e+07,2.527015166666666257e-01,4.364210000000000000e+05
1.504600000000000000e+04,5.042285890016751364e+06,2.526421833333333256e-01,4.364410000000000000e+05
1.504700000000000000e+04,6.094727966896209866e+06,2.526125166666667310e-01,4.364660000000000000e+05
1.504800000000000000e+04,3.326139642371159978e+06,2.525754333333333213e-01,4.364970000000000000e+05
1.504900000000000000e+04,3.045299910123822466e+07,2.525294500000000442e-01,4.365300000000000000e+05
1.505000000000000000e+04,2.336061053558248281e+07,2.524804999999999966e-01,4.365510000000000000e+05
1.505100000000000000e+04,2.807721376470980700e+06,2.524493500000000168e-01,4.365730000000000000e+05
1.505200000000000000e+04,1.574343173150780611e+07,2.524167166666666517e-01,4.365960000000000000e+05
1.505300000000000000e+04,2.524381647790805250e+07,2.523826000000000125e-01,4.366180000000000000e+05
1.505400000000000000e+04,6.700247472982920706e+06,2.523499666666666474e-01,4.366500000000000000e+05
1.505500000000000000e+04,3.051414211820835248e+06,2.523024999999999851e-01,4.366710000000000000e+05
1.505600000000000000e+04,4.770220704423898458e+07,2.522713500000000053e-01,4.366930000000000000e+05
1.505700000000000000e+04,1.019832159754563496e+07,2.522387166666666403e-01,4.367190000000000000e+05
1.505800000000000000e+04,3.285277639796396717e+06,2.522001499999999563e-01,4.367400000000000000e+05
1.505900000000000000e+04,3.048312766706372611e+06,2.521690000000000875e-01,4.367670000000000000e+05
1.506000000000000000e+04,3.389895199820453767e+06,2.521289500000000183e-01,4.367920000000000000e+05
1.506100000000000000e+04,2.809154038545910642e+07,2.520918666666667196e-01,4.368160000000000000e+05
1.506200000000000000e+04,2.782447669031056110e+06,2.520562666666666951e-01,4.368390000000000000e+05
1.506300000000000000e+04,1.665087754210698651e+06,2.520221499999999448e-01,4.368580000000000000e+05
1.506400000000000000e+04,2.267143420505139232e+07,2.519939666666667355e-01,4.368770000000000000e+05
1.506500000000000000e+04,4.974393338253841735e+06,2.519657833333333041e-01,4.369230000000000000e+05
1.506600000000000000e+04,1.159826678213875368e+07,2.518975500000000256e-01,4.369590000000000000e+05
1.506700000000000000e+04,3.025711680711811874e+06,2.518441500000000444e-01,4.369810000000000000e+05
1.506800000000000000e+04,1.035771583289600722e+07,2.518115166666666793e-01,4.370190000000000000e+05
1.506900000000000000e+04,1.809699093909413787e+06,2.517551499999999276e-01,4.370480000000000000e+05
1.507000000000000000e+04,9.645181352440640330e+06,2.517121333333333100e-01,4.370810000000000000e+05
1.507100000000000000e+04,8.663854949294062331e+06,2.516631833333332624e-01,4.371040000000000000e+05
1.507200000000000000e+04,1.110573888735627569e+07,2.516290666666667342e-01,4.371420000000000000e+05
1.507300000000000000e+04,3.287017455301344395e+06,2.515726999999999824e-01,4.371620000000000000e+05
1.507400000000000000e+04,2.922384951767164469e+07,2.515430333333333879e-01,4.371900000000000000e+05
1.507500000000000000e+04,1.885684305656680372e+06,2.515014999999999334e-01,4.372090000000000000e+05
1.507600000000000000e+04,3.980898715526755154e+07,2.514733166666667241e-01,4.372660000000000000e+05
1.507700000000000000e+04,2.386254439388640597e+07,2.513887666666666520e-01,4.372940000000000000e+05
1.507800000000000000e+04,2.476053294433681294e+06,2.513472333333333086e-01,4.373160000000000000e+05
1.507900000000000000e+04,1.490061101055156626e+07,2.513146000000000546e-01,4.373370000000000000e+05
1.508000000000000000e+04,4.183084200137222651e+06,2.512834500000000748e-01,4.373550000000000000e+05
1.508100000000000000e+04,1.571644789982227050e+07,2.512567500000000287e-01,4.373790000000000000e+05
1.508200000000000000e+04,2.438206913736695889e+06,2.512211500000000042e-01,4.373970000000000000e+05
1.508300000000000000e+04,2.567500375240935013e+06,2.511944499999999580e-01,4.374190000000000000e+05
1.508400000000000000e+04,8.727275069098187611e+06,2.511618166666665930e-01,4.374420000000000000e+05
1.508500000000000000e+04,1.620005191179585410e+06,2.511277000000000648e-01,4.374610000000000000e+05
1.508600000000000000e+04,8.631772427121667191e+06,2.510995166666667444e-01,4.374820000000000000e+05
1.508700000000000000e+04,2.856901943224802986e+07,2.510683666666667646e-01,4.375070000000000000e+05
1.508800000000000000e+04,2.425380167259948328e+06,2.510312833333333549e-01,4.375250000000000000e+05
1.508900000000000000e+04,4.362343707279101759e+07,2.510045833333333087e-01,4.375470000000000000e+05
1.509000000000000000e+04,1.581495091676229844e+06,2.509719499999999437e-01,4.375650000000000000e+05
1.509100000000000000e+04,1.135687654576702788e+07,2.509452500000000086e-01,4.376100000000000000e+05
1.509200000000000000e+04,2.164506700662746560e+06,2.508785000000000043e-01,4.376290000000000000e+05
1.509300000000000000e+04,1.410040088233241113e+06,2.508503166666666839e-01,4.376440000000000000e+05
1.509400000000000000e+04,2.056395885477249278e+06,2.508280666666666825e-01,4.376620000000000000e+05
1.509500000000000000e+04,2.457542049076351523e+07,2.508013666666667474e-01,4.376750000000000000e+05
1.509600000000000000e+04,3.215829813838677946e+06,2.507820833333334054e-01,4.376960000000000000e+05
1.509700000000000000e+04,9.006548210353733972e+06,2.507509333333333146e-01,4.377200000000000000e+05
1.509800000000000000e+04,2.701425088328643236e+06,2.507153333333334011e-01,4.377420000000000000e+05
1.509900000000000000e+04,2.180508034438415989e+07,2.506827000000000361e-01,4.377620000000000000e+05
1.510000000000000000e+04,2.828604494209659286e+06,2.506530333333333305e-01,4.377840000000000000e+05
1.510100000000000000e+04,4.892090334731762297e+06,2.506203999999999654e-01,4.378120000000000000e+05
1.510200000000000000e+04,1.364120471564624924e+06,2.505788666666667330e-01,4.378290000000000000e+05
1.510300000000000000e+04,8.059213270072562620e+06,2.505536500000000721e-01,4.378460000000000000e+05
1.510400000000000000e+04,2.336387112433695048e+07,2.505284333333333002e-01,4.378750000000000000e+05
1.510500000000000000e+04,4.276973467170864344e+06,2.504854166666666826e-01,4.378960000000000000e+05
1.510600000000000000e+04,7.344501326550178230e+06,2.504542666666667028e-01,4.379230000000000000e+05
1.510700000000000000e+04,2.476195184947691858e+06,2.504142166666666336e-01,4.379500000000000000e+05
1.510800000000000000e+04,1.006743309060529619e+07,2.503741666666666754e-01,4.379690000000000000e+05
1.510900000000000000e+04,1.120971047649821825e+07,2.503459833333333551e-01,4.379860000000000000e+05
1.511000000000000000e+04,2.796120664483300876e+06,2.503207666666666942e-01,4.380170000000000000e+05
1.511100000000000000e+04,8.869487826432008296e+06,2.502747833333333061e-01,4.380400000000000000e+05
1.511200000000000000e+04,2.255609599692058563e+07,2.502406666666666668e-01,4.380570000000000000e+05
1.511300000000000000e+04,2.714247709801899735e+06,2.502154500000000059e-01,4.380800000000000000e+05
1.511400000000000000e+04,1.329204491297185887e+06,2.501813333333333667e-01,4.380980000000000000e+05
1.511500000000000000e+04,2.456833940744721889e+07,2.501546333333333205e-01,4.381400000000000000e+05
1.511600000000000000e+04,2.434405676341108046e+06,2.500923333333332499e-01,4.381640000000000000e+05
1.511700000000000000e+04,1.426743937911380269e+07,2.500567333333333364e-01,4.381860000000000000e+05
1.511800000000000000e+04,3.833793893415961880e+06,2.500241000000000824e-01,4.382180000000000000e+05
1.511900000000000000e+04,2.481238219004683197e+07,2.499766333333333090e-01,4.382390000000000000e+05
1.512000000000000000e+04,2.343013298786523938e+07,2.499454833333333292e-01,4.382590000000000000e+05
1.512100000000000000e+04,1.309016968141731806e+06,2.499158166666666236e-01,4.382720000000000000e+05
1.512200000000000000e+04,2.671013956455034204e+06,2.498965333333332817e-01,4.382880000000000000e+05
1.512300000000000000e+04,3.661959943053757399e+07,2.498728000000000060e-01,4.383160000000000000e+05
1.512400000000000000e+04,1.551743913166644285e+06,2.498312666666666626e-01,4.383340000000000000e+05
1.512500000000000000e+04,2.992799709245393798e+07,2.498045666666667275e-01,4.383670000000000000e+05
1.512600000000000000e+04,8.132118204984543845e+06,2.497556166666666799e-01,4.383880000000000000e+05
1.512700000000000000e+04,4.459530289951269515e+06,2.497244666666667001e-01,4.384160000000000000e+05
1.512800000000000000e+04,1.374496278583796881e+07,2.496829333333333567e-01,4.384350000000000000e+05
1.512900000000000000e+04,2.546634832245679200e+07,2.496547500000000364e-01,4.384580000000000000e+05
1.513000000000000000e+04,2.381873758014641237e+06,2.496206333333333971e-01,4.384750000000000000e+05
1.513100000000000000e+04,1.499378762768212007e+06,2.495954166666667362e-01,4.384900000000000000e+05
1.513200000000000000e+04,1.948958558707646281e+07,2.495731666666666237e-01,4.385200000000000000e+05
1.513300000000000000e+04,2.010867197692752117e+06,2.495286666666667319e-01,4.385440000000000000e+05
1.513400000000000000e+04,8.280114551566044800e+06,2.494930666666665964e-01,4.385630000000000000e+05
1.513500000000000000e+04,7.673967055363688618e+06,2.494648833333333870e-01,4.385800000000000000e+05
1.513600000000000000e+04,1.418751092878368916e+06,2.494396666666666151e-01,4.385980000000000000e+05
1.513700000000000000e+04,2.614031768101326376e+07,2.494129666666666800e-01,4.386190000000000000e+05
1.513800000000000000e+04,9.049228477991981432e+06,2.493818166666665892e-01,4.386440000000000000e+05
1.513900000000000000e+04,1.517371173794098664e+06,2.493447333333332905e-01,4.386610000000000000e+05
1.514000000000000000e+04,5.058461380146883428e+06,2.493195166666667406e-01,4.386920000000000000e+05
1.514100000000000000e+04,2.008003273200467462e+06,2.492735333333333525e-01,4.387150000000000000e+05
1.514200000000000000e+04,3.198692841004943103e+07,2.492394166666666022e-01,4.387700000000000000e+05
1.514300000000000000e+04,1.939641955089095514e+06,2.491578333333334117e-01,4.388000000000000000e+05
1.514400000000000000e+04,1.867144903183685150e+06,2.491133333333334088e-01,4.388210000000000000e+05
1.514500000000000000e+04,1.209645809768559178e+06,2.490821833333333180e-01,4.388390000000000000e+05
1.514600000000000000e+04,1.818560697247914737e+06,2.490554833333332718e-01,4.388580000000000000e+05
1.514700000000000000e+04,2.912791970357880462e+06,2.490273000000000625e-01,4.388910000000000000e+05
1.514800000000000000e+04,1.453158273889376037e+07,2.489783500000000149e-01,4.389220000000000000e+05
1.514900000000000000e+04,9.655852093750687316e+06,2.489323666666666268e-01,4.389530000000000000e+05
1.515000000000000000e+04,2.384207162265479937e+07,2.488863833333333497e-01,4.389870000000000000e+05
1.515100000000000000e+04,1.063198089864128456e+07,2.488359500000000279e-01,4.390160000000000000e+05
1.515200000000000000e+04,2.150994953049275093e+06,2.487929333333334103e-01,4.390370000000000000e+05
1.515300000000000000e+04,1.058739365179145942e+06,2.487617833333333195e-01,4.390530000000000000e+05
1.515400000000000000e+04,2.886597420080601703e+06,2.487380500000000438e-01,4.390790000000000000e+05
1.515500000000000000e+04,1.192788909439468058e+06,2.486994833333333599e-01,4.390930000000000000e+05
1.515600000000000000e+04,1.946565766318982933e+06,2.486787166666666327e-01,4.391160000000000000e+05
1.515700000000000000e+04,2.275977998065702152e+06,2.486445999999999934e-01,4.391470000000000000e+05
1.515800000000000000e+04,2.770065287832031026e+06,2.485986166666667163e-01,4.391730000000000000e+05
1.515900000000000000e+04,2.207492083814600855e+07,2.485600499999999213e-01,4.392030000000000000e+05
1.516000000000000000e+04,1.321512605796389468e+07,2.485155500000000295e-01,4.392300000000000000e+05
1.516100000000000000e+04,4.288691699442645907e+07,2.484754999999999603e-01,4.392730000000000000e+05
1.516200000000000000e+04,3.004396375244305935e+06,2.484117166666666154e-01,4.392970000000000000e+05
1.516300000000000000e+04,3.250355186371934135e+06,2.483761166666667020e-01,4.393280000000000000e+05
1.516400000000000000e+04,2.219375885982881859e+07,2.483301333333334249e-01,4.393520000000000000e+05
1.516500000000000000e+04,6.947388069284277037e+06,2.482945333333332893e-01,4.393810000000000000e+05
1.516600000000000000e+04,1.578908578640558524e+06,2.482515166666666717e-01,4.393970000000000000e+05
1.516700000000000000e+04,2.170960903675873578e+07,2.482277833333332850e-01,4.394230000000000000e+05
1.516800000000000000e+04,1.363626912084265612e+07,2.481892166666666011e-01,4.394410000000000000e+05
1.516900000000000000e+04,4.393789816967689432e+06,2.481625166666666660e-01,4.394810000000000000e+05
1.517000000000000000e+04,4.503047360274641216e+07,2.481031833333333658e-01,4.395110000000000000e+05
1.517100000000000000e+04,2.730130846209715679e+07,2.480586833333333630e-01,4.395630000000000000e+05
1.517200000000000000e+04,1.671695552718976140e+07,2.479815499999999950e-01,4.395950000000000000e+05
1.517300000000000000e+04,4.410216361224303022e+06,2.479340833333333327e-01,4.396150000000000000e+05
1.517400000000000000e+04,1.487899389751399402e+06,2.479044166666666271e-01,4.396310000000000000e+05
1.517500000000000000e+04,8.271519068846938200e+06,2.478806833333333515e-01,4.396520000000000000e+05
1.517600000000000000e+04,3.456818757654079236e+06,2.478495333333332606e-01,4.396720000000000000e+05
1.517700000000000000e+04,2.111651293344521523e+07,2.478198666666666661e-01,4.396920000000000000e+05
1.517800000000000000e+04,1.753898515135549754e+07,2.477901999999999605e-01,4.397360000000000000e+05
1.517900000000000000e+04,7.021313425979824737e+06,2.477249333333333414e-01,4.397690000000000000e+05
1.518000000000000000e+04,3.233977998592381831e+06,2.476759833333332939e-01,4.397920000000000000e+05
1.518100000000000000e+04,2.912867135515762959e+06,2.476418666666666546e-01,4.398180000000000000e+05
1.518200000000000000e+04,2.521736209017384052e+07,2.476032999999999706e-01,4.398580000000000000e+05
1.518300000000000000e+04,3.225421723180736974e+07,2.475439666666666705e-01,4.398970000000000000e+05
1.518400000000000000e+04,5.034456378578954190e+07,2.474861166666666445e-01,4.399630000000000000e+05
1.518500000000000000e+04,2.319416390883494541e+07,2.473882166666666604e-01,4.399960000000000000e+05
1.518600000000000000e+04,2.539589745445288718e+07,2.473392666666667239e-01,4.400400000000000000e+05
1.518700000000000000e+04,3.987436683403338306e+06,2.472739999999999938e-01,4.400820000000000000e+05
1.518800000000000000e+04,1.724450240294288099e+07,2.472117000000000342e-01,4.401280000000000000e+05
1.518900000000000000e+04,2.922463536889097840e+07,2.471434666666667557e-01,4.401680000000000000e+05
1.519000000000000000e+04,5.114930537530849688e+06,2.470841333333333445e-01,4.402020000000000000e+05
1.519100000000000000e+04,3.508729992458910681e+06,2.470337000000000227e-01,4.402260000000000000e+05
1.519200000000000000e+04,1.146273885300102085e+07,2.469980999999999982e-01,4.403010000000000000e+05
1.519300000000000000e+04,2.706553069032320753e+06,2.468868499999999910e-01,4.403420000000000000e+05
1.519400000000000000e+04,2.338719090845354833e+06,2.468260333333333056e-01,4.403720000000000000e+05
1.519500000000000000e+04,1.496095269660163298e+07,2.467815333333333028e-01,4.404060000000000000e+05
1.519600000000000000e+04,2.588134546466805786e+07,2.467310999999999810e-01,4.404700000000000000e+05
1.519700000000000000e+04,1.906970116625299910e+06,2.466361666666666563e-01,4.405020000000000000e+05
1.519800000000000000e+04,1.372370210548153613e+06,2.465886999999999940e-01,4.405370000000000000e+05
1.519900000000000000e+04,2.873373475941120088e+07,2.465367833333333980e-01,4.405600000000000000e+05
1.520000000000000000e+04,4.407964332762065344e+06,2.465026666666666477e-01,4.405840000000000000e+05
1.520100000000000000e+04,1.624309364210960455e+06,2.464670666666666232e-01,4.406000000000000000e+05
1.520200000000000000e+04,2.740771691865219269e+06,2.464433333333333476e-01,4.406410000000000000e+05
1.520300000000000000e+04,8.583050686561051756e+06,2.463825166666666622e-01,4.406670000000000000e+05
1.520400000000000000e+04,1.686708792517107353e+07,2.463439499999999782e-01,4.407020000000000000e+05
1.520500000000000000e+04,1.134172513509959681e+06,2.462920333333332712e-01,4.407220000000000000e+05
1.520600000000000000e+04,1.663800935235838592e+07,2.462623666666666766e-01,4.407490000000000000e+05
1.520700000000000000e+04,1.511806255984780006e+07,2.462223166666667185e-01,4.408000000000000000e+05
1.520800000000000000e+04,3.948824270777753554e+06,2.461466666666667358e-01,4.408290000000000000e+05
1.520900000000000000e+04,4.958434468907467090e+06,2.461036500000000071e-01,4.408720000000000000e+05
1.521000000000000000e+04,2.956049376876253169e+06,2.460398666666666623e-01,4.409050000000000000e+05
1.521100000000000000e+04,1.826783350569458306e+07,2.459909166666666147e-01,4.409600000000000000e+05
1.521200000000000000e+04,1.670048569790301844e+06,2.459093333333333131e-01,4.409910000000000000e+05
1.521300000000000000e+04,1.519251446054520458e+07,2.458633500000000360e-01,4.410280000000000000e+05
1.521400000000000000e+04,2.618492514537171461e+06,2.458084666666666696e-01,4.410610000000000000e+05
1.521500000000000000e+04,5.182687809333449230e+06,2.457595166666667330e-01,4.410950000000000000e+05
1.521600000000000000e+04,2.505365263932089787e+06,2.457090833333334112e-01,4.411270000000000000e+05
1.521700000000000000e+04,2.101665312722124625e+06,2.456616166666666379e-01,4.411520000000000000e+05
1.521800000000000000e+04,1.051167520763158426e+07,2.456245333333333392e-01,4.411830000000000000e+05
1.521900000000000000e+04,1.052023086983202025e+07,2.455785500000000621e-01,4.412080000000000000e+05
1.522000000000000000e+04,1.472524132262583356e+06,2.455414666666666523e-01,4.412340000000000000e+05
1.522100000000000000e+04,1.425403846371516958e+07,2.455028999999999684e-01,4.412620000000000000e+05
1.522200000000000000e+04,4.162819523356985301e+06,2.454613666666667360e-01,4.412950000000000000e+05
1.522300000000000000e+04,1.986688505830382463e+06,2.454124166666666884e-01,4.413230000000000000e+05
1.522400000000000000e+04,1.090347451103694038e+06,2.453708833333333450e-01,4.413460000000000000e+05
1.522500000000000000e+04,1.838191767452242551e+06,2.453367666666667057e-01,4.413680000000000000e+05
1.522600000000000000e+04,2.194991576482826099e+07,2.453041333333333407e-01,4.413940000000000000e+05
1.522700000000000000e+04,2.412163845784123242e+07,2.452655666666666567e-01,4.414220000000000000e+05
1.522800000000000000e+04,2.092133744279858423e+06,2.452240333333333133e-01,4.414510000000000000e+05
1.522900000000000000e+04,3.786065550234992988e+06,2.451810166666666957e-01,4.414730000000000000e+05
1.523000000000000000e+04,1.206191773881345987e+06,2.451483833333333306e-01,4.414970000000000000e+05
1.523100000000000000e+04,2.663059582031392492e+06,2.451127833333333061e-01,4.415400000000000000e+05
1.523200000000000000e+04,1.350991208244490251e+07,2.450489999999999613e-01,4.415640000000000000e+05
1.523300000000000000e+04,4.623443112926158123e+06,2.450133999999999368e-01,4.415910000000000000e+05
1.523400000000000000e+04,2.458299960380508564e+06,2.449733500000000896e-01,4.416270000000000000e+05
1.523500000000000000e+04,1.194965140277753957e+07,2.449199499999999974e-01,4.416800000000000000e+05
1.523600000000000000e+04,2.255879136190878600e+07,2.448413333333333552e-01,4.417110000000000000e+05
1.523700000000000000e+04,7.508331737604062073e+06,2.447953500000000782e-01,4.417430000000000000e+05
1.523800000000000000e+04,1.424771647189512150e+06,2.447478833333333048e-01,4.417760000000000000e+05
1.523900000000000000e+04,1.821688387639303925e+06,2.446989333333333683e-01,4.418120000000000000e+05
1.524000000000000000e+04,1.360015506682355423e+06,2.446455333333333870e-01,4.418470000000000000e+05
1.524100000000000000e+04,3.824627134348263498e+06,2.445936166666666800e-01,4.418670000000000000e+05
1.524200000000000000e+04,3.280627091054142453e+06,2.445639499999999744e-01,4.418870000000000000e+05
1.524300000000000000e+04,1.203969716110399226e+06,2.445342833333333799e-01,4.419130000000000000e+05
1.524400000000000000e+04,3.129346569139117841e+06,2.444957166666666959e-01,4.419300000000000000e+05
1.524500000000000000e+04,2.136264578259724006e+07,2.444705000000000350e-01,4.419430000000000000e+05
1.524600000000000000e+04,4.120318139982345048e+06,2.444512166666666930e-01,4.419800000000000000e+05
1.524700000000000000e+04,5.839042104975051247e+06,2.443963333333333265e-01,4.420030000000000000e+05
1.524800000000000000e+04,2.266732681728424877e+07,2.443622166666666873e-01,4.420420000000000000e+05
1.524900000000000000e+04,1.554690761186332675e+06,2.443043666666666613e-01,4.420610000000000000e+05
1.525000000000000000e+04,1.450912098710390925e+07,2.442761833333333410e-01,4.420950000000000000e+05
1.525100000000000000e+04,2.432864466031847522e+06,2.442257500000000192e-01,4.421210000000000000e+05
1.525200000000000000e+04,2.160932716990069952e+06,2.441871833333333353e-01,4.421580000000000000e+05
1.525300000000000000e+04,1.587019190782953240e+07,2.441323000000000798e-01,4.421800000000000000e+05
1.525400000000000000e+04,4.340887624899487942e+06,2.440996666666667148e-01,4.422310000000000000e+05
1.525500000000000000e+04,1.271119402187113184e+06,2.440240166666666211e-01,4.422520000000000000e+05
1.525600000000000000e+04,2.196129799728045613e+07,2.439928666666666413e-01,4.422800000000000000e+05
1.525700000000000000e+04,1.746499704773679143e+06,2.439513333333332978e-01,4.423020000000000000e+05
1.525800000000000000e+04,1.354442787426771037e+07,2.439186999999999328e-01,4.423290000000000000e+05
1.525900000000000000e+04,1.854150582403824665e+06,2.438786499999999746e-01,4.423550000000000000e+05
1.526000000000000000e+04,7.877692129280713387e+06,2.438400833333332907e-01,4.423860000000000000e+05
1.526100000000000000e+04,2.792140683880938217e+07,2.437941000000000136e-01,4.424120000000000000e+05
1.526200000000000000e+04,4.415288094345446443e+05,2.437555333333333296e-01,4.424250000000000000e+05
1.526300000000000000e+04,2.196911827476934344e+07,2.437362499999999876e-01,4.424510000000000000e+05
1.526400000000000000e+04,9.969186699185663601e+05,2.436976833333333037e-01,4.424670000000000000e+05
1.526500000000000000e+04,4.833117822150256485e+06,2.436739500000000280e-01,4.425010000000000000e+05
1.526600000000000000e+04,1.294010130984772928e+06,2.436235166666667062e-01,4.425220000000000000e+05
1.526700000000000000e+04,1.071386872026555054e+07,2.435923666666666154e-01,4.425680000000000000e+05
1.526800000000000000e+04,8.128705866203445941e+06,2.435241333333333369e-01,4.425930000000000000e+05
1.526900000000000000e+04,8.564195139311637729e+06,2.434870500000000382e-01,4.426160000000000000e+05
1.527000000000000000e+04,1.345176733289352385e+06,2.434529333333333989e-01,4.426390000000000000e+05
1.527100000000000000e+04,1.923425724152286537e+06,2.434188166666666486e-01,4.426700000000000000e+05
1.527200000000000000e+04,4.748533750411820598e+06,2.433728333333333715e-01,4.426880000000000000e+05
1.527300000000000000e+04,1.394989965529931523e+07,2.433461333333333254e-01,4.427110000000000000e+05
1.527400000000000000e+04,1.302321553830483928e+06,2.433120166666666861e-01,4.427370000000000000e+05
1.527500000000000000e+04,2.537237599824186414e+06,2.432734500000000022e-01,4.427780000000000000e+05
1.527600000000000000e+04,9.317005202784268185e+06,2.432126333333334278e-01,4.428060000000000000e+05
1.527700000000000000e+04,1.435005551810042700e+06,2.431710999999999734e-01,4.428270000000000000e+05
1.527800000000000000e+04,2.267218883438674733e+07,2.431399499999999936e-01,4.428520000000000000e+05
1.527900000000000000e+04,1.920146339261649409e+06,2.431028666666666949e-01,4.428750000000000000e+05
1.528000000000000000e+04,2.524043096578025259e+06,2.430687500000000556e-01,4.428980000000000000e+05
1.528100000000000000e+04,1.835070370994386496e+06,2.430346333333333053e-01,4.429260000000000000e+05
1.528200000000000000e+04,4.291344068425471894e+06,2.429930999999999619e-01,4.429510000000000000e+05
1.528300000000000000e+04,2.068399445259230584e+07,2.429560166666666632e-01,4.429840000000000000e+05
1.528400000000000000e+04,2.249481133801006526e+07,2.429070666666667266e-01,4.430050000000000000e+05
1.528500000000000000e+04,1.015314777521840762e+06,2.428759166666666358e-01,4.430240000000000000e+05
1.528600000000000000e+04,1.007997198013439542e+06,2.428477333333334265e-01,4.430450000000000000e+05
1.528700000000000000e+04,6.082279123537578620e+06,2.428165833333333357e-01,4.430900000000000000e+05
1.528800000000000000e+04,2.727997517373650149e+07,2.427498333333333314e-01,4.431170000000000000e+05
1.528900000000000000e+04,3.415736448301907629e+06,2.427097833333333732e-01,4.431600000000000000e+05
1.529000000000000000e+04,1.732336863385614706e+06,2.426460000000000283e-01,4.431930000000000000e+05
1.529100000000000000e+04,1.556462991843085736e+06,2.425970499999999808e-01,4.432130000000000000e+05
1.529200000000000000e+04,2.953282627468170598e+06,2.425673833333333862e-01,4.432470000000000000e+05
1.529300000000000000e+04,2.702857674639995769e+07,2.425169499999999534e-01,4.432780000000000000e+05
1.529400000000000000e+04,4.113594347328620497e+06,2.424709666666666763e-01,4.433000000000000000e+05
1.529500000000000000e+04,1.925197550861148862e+06,2.424383333333333113e-01,4.433250000000000000e+05
1.529600000000000000e+04,2.333212662606334314e+06,2.424012500000000125e-01,4.433400000000000000e+05
1.529700000000000000e+04,5.303301096002324484e+06,2.423790000000000111e-01,4.433690000000000000e+05
1.529800000000000000e+04,3.638882762249357998e+06,2.423359833333332825e-01,4.433960000000000000e+05
1.529900000000000000e+04,3.027039962790384144e+07,2.422959333333333243e-01,4.434350000000000000e+05
1.530000000000000000e+04,1.641128567004050361e+06,2.422380833333332983e-01,4.434510000000000000e+05
1.530100000000000000e+04,5.970125588152607903e+06,2.422143500000000227e-01,4.434680000000000000e+05
1.530200000000000000e+04,8.703718753143757582e+06,2.421891333333333618e-01,4.434930000000000000e+05
1.530300000000000000e+04,1.253935572877633153e+06,2.421520499999999521e-01,4.435160000000000000e+05
